1,0.1,0
2,0.10069317,0.003945066
3,0.10139114,0.007881964
4,0.10209395,0.011810713
5,0.10280163,0.015731328
6,0.10351421,0.019643827
7,0.10423174,0.023548226
8,0.10495424,0.027444543
9,0.10568175,0.031332794
10,0.1064143,0.035212995
11,0.10715193,0.039085163
12,0.10789467,0.042949315
13,0.10864256,0.046805468
14,0.10939563,0.050653638
15,0.11015392,0.054493842
16,0.11091747,0.058326095
17,0.11168632,0.062150416
18,0.11246049,0.065966819
19,0.11324003,0.069775321
20,0.11402497,0.073575939
21,0.11481535,0.07736869
22,0.11561121,0.081153588
23,0.11641259,0.084930651
24,0.11721952,0.088699895
25,0.11803205,0.092461336
26,0.11885021,0.09621499
27,0.11967404,0.099960874
28,0.12050358,0.103699
29,0.12133887,0.10742939
30,0.12217995,0.11115206
31,0.12302686,0.11486702
32,0.12387964,0.11857429
33,0.12473833,0.12227389
34,0.12560297,0.12596582
35,0.12647361,0.12965012
36,0.12735028,0.13332678
37,0.12823303,0.13699584
38,0.1291219,0.1406573
39,0.13001693,0.14431118
40,0.13091816,0.14795749
41,0.13182564,0.15159626
42,0.13273941,0.1552275
43,0.13365952,0.15885121
44,0.134586,0.16246743
45,0.13551891,0.16607616
46,0.13645828,0.16967742
47,0.13740416,0.17327122
48,0.1383566,0.17685758
49,0.13931564,0.18043652
50,0.14028133,0.18400805
51,0.14125371,0.18757219
52,0.14223284,0.19112894
53,0.14321875,0.19467834
54,0.14421149,0.19822038
55,0.14521111,0.2017551
56,0.14621767,0.2052825
57,0.1472312,0.20880259
58,0.14825176,0.2123154
59,0.14927939,0.21582093
60,0.15031414,0.21931921
61,0.15135607,0.22281024
62,0.15240522,0.22629405
63,0.15346164,0.22977065
64,0.15452539,0.23324005
65,0.1555965,0.23670227
66,0.15667505,0.24015732
67,0.15776106,0.24360521
68,0.15885461,0.24704597
69,0.15995574,0.25047961
70,0.1610645,0.25390614
71,0.16218094,0.25732557
72,0.16330512,0.26073793
73,0.1644371,0.26414322
74,0.16557692,0.26754146
75,0.16672465,0.27093267
76,0.16788033,0.27431685
77,0.16904402,0.27769403
78,0.17021577,0.28106422
79,0.17139565,0.28442743
80,0.17258371,0.28778368
81,0.17378,0.29113299
82,0.17498458,0.29447535
83,0.17619752,0.2978108
84,0.17741886,0.30113935
85,0.17864867,0.304461
